Date,Open,High,Low,Close,Adj Close,Volume
1972-06-01,0.000000,2.283738,2.253610,2.271687,0.376374,82978
1972-06-02,2.265661,2.265661,2.241558,2.247584,0.372381,120318
1972-06-05,2.235533,2.235533,2.199378,2.205404,0.365392,107871
1972-06-06,2.205404,2.217456,2.181301,2.193353,0.363396,327763
1972-06-07,2.187327,2.187327,2.175276,2.175276,0.360401,43563
1972-06-08,2.175276,2.187327,2.175276,2.175276,0.360401,87127
1972-06-09,2.175276,2.175276,2.157199,2.157199,0.357406,497868
1972-06-12,2.157199,2.163224,2.133096,2.133096,0.353412,109946
1972-06-13,2.133096,2.169250,2.108993,2.169250,0.359403,103722
1972-06-14,2.169250,2.181301,2.157199,2.181301,0.361399,35266
1972-06-15,2.193353,2.205404,2.193353,2.205404,0.365392,62233
1972-06-16,2.217456,2.253610,2.217456,2.247584,0.372381,51861
1972-06-19,2.235533,2.235533,2.229507,2.229507,0.369386,47712
1972-06-20,2.229507,2.265661,2.217456,2.253610,0.373379,190849
1972-06-21,2.277713,2.313867,2.277713,2.283738,0.378371,136914
1972-06-22,2.283738,2.283738,2.283738,2.283738,0.378371,53936
1972-06-23,2.283738,2.301815,2.283738,2.283738,0.378371,95425
1972-06-26,2.283738,2.283738,2.223481,2.223481,0.368387,701164
1972-06-27,2.229507,2.259635,2.229507,2.235533,0.370384,350582
1972-06-28,2.223481,2.223481,2.199378,2.199378,0.364394,85052
1972-06-29,2.199378,2.205404,2.157199,2.169250,0.359403,105797
1972-06-30,2.169250,2.199378,2.157199,2.187327,0.362397,109946
1972-07-03,2.187327,2.199378,2.181301,2.193353,0.363396,47712
1972-07-05,2.193353,2.217456,2.193353,2.199378,0.364394,43563
1972-07-06,2.217456,2.253610,2.217456,2.247584,0.372381,141063
1972-07-07,2.235533,2.235533,2.193353,2.211430,0.366391,134839
1972-07-10,2.211430,2.217456,2.193353,2.211430,0.366391,85052
1972-07-11,2.193353,2.193353,2.175276,2.175276,0.360401,20744
1972-07-12,2.175276,2.205404,2.163224,2.205404,0.365392,47712
1972-07-13,2.193353,2.193353,2.169250,2.169250,0.359403,514464
1972-07-14,2.169250,2.193353,2.169250,2.193353,0.363396,49787
1972-07-17,2.193353,2.205404,2.187327,2.187327,0.362397,138988
1972-07-18,2.187327,2.187327,2.169250,2.169250,0.359403,132765
1972-07-19,2.169250,2.205404,2.169250,2.205404,0.365392,99574
1972-07-20,2.199378,2.199378,2.175276,2.175276,0.360401,91276
1972-07-21,2.169250,2.169250,2.157199,2.169250,0.359403,62233
1972-07-24,2.181301,2.211430,2.181301,2.193353,0.363396,369252
1972-07-25,2.193353,2.205404,2.169250,2.169250,0.359403,400369
1972-07-26,2.175276,2.199378,2.175276,2.175276,0.360401,163882
1972-07-27,2.175276,2.181301,2.127070,2.151173,0.356407,213668
1972-07-28,2.133096,2.133096,2.096942,2.096942,0.347422,163882
1972-07-31,2.084890,2.084890,2.042710,2.054762,0.340434,182552
1972-08-01,2.030659,2.030659,1.976428,2.030659,0.339226,369252
1972-08-02,2.036685,2.078865,2.036685,2.078865,0.347279,205371
1972-08-03,2.090916,2.115019,2.090916,2.096942,0.350298,116169
1972-08-04,2.084890,2.084890,2.054762,2.072839,0.346272,89201
1972-08-07,2.084890,2.115019,2.084890,2.090916,0.349292,87127
1972-08-08,2.090916,2.108993,2.078865,2.108993,0.352312,182552
1972-08-09,2.108993,2.108993,2.072839,2.084890,0.348285,143137
