Date,Open,High,Low,Close,Adj Close,Volume
2001-06-12,43.708611,45.165562,42.384106,43.973511,28.324804,3894441
2001-06-13,43.841061,44.238411,43.708611,43.841061,28.239500,758020
2001-06-14,43.708611,43.708611,42.384106,42.913906,27.642281,501093
2001-06-15,42.781456,43.576160,42.384106,43.576160,28.068865,382823
2001-06-18,45.033112,46.092716,43.841061,45.139072,29.075581,358398
2001-06-19,45.033112,45.960266,44.370861,45.960266,29.604542,232804
2001-06-20,46.092716,49.006622,46.092716,47.152317,30.372374,176179
2001-06-21,47.152317,47.682117,47.019867,47.152317,30.372374,79124
2001-06-22,47.099339,47.099339,45.960266,46.304634,29.826368,109852
2001-06-25,45.695366,47.682117,43.708611,46.754967,30.116444,142582
2001-06-26,46.569534,46.569534,44.980133,45.033112,29.007336,109362
2001-06-27,45.033112,46.225166,44.370861,45.827816,29.519224,96149
2001-06-28,46.357616,47.284767,46.092716,46.357616,29.860489,102567
2001-06-29,46.357616,47.549667,45.695366,47.019867,30.287064,222876
2001-07-02,47.019867,47.152317,45.695366,46.357616,29.860489,46319
2001-07-03,46.754967,46.754967,45.695366,46.092716,29.689857,54398
2001-07-05,46.357616,47.258278,46.092716,47.072849,30.321198,74858
2001-07-06,47.046356,47.284767,46.754967,46.966888,30.252935,60589
2001-07-09,46.622517,46.622517,45.033112,45.298012,29.177977,117327
2001-07-10,45.430466,45.589405,44.370861,44.768211,28.836708,148961
2001-07-11,45.165562,47.019867,44.662251,45.695366,29.433922,151981
2001-07-12,45.695366,46.357616,44.635761,44.688744,28.785513,198980
2001-07-13,44.662251,45.695366,44.662251,45.695366,29.433922,112268
2001-07-16,45.827816,46.039734,45.695366,45.960266,29.604542,48848
2001-07-17,45.960266,46.357616,44.768211,45.960266,29.604542,64968
2001-07-18,45.827816,45.827816,45.033112,45.430466,29.263287,80558
2001-07-19,45.033112,45.298012,44.503311,45.033112,29.007336,128274
2001-07-20,44.900661,45.033112,44.688744,44.900661,28.922014,38769
